"epa_id","date","poc","pm_site_epa_id","pm25","pm_nobs","year","month","day","wildfire_impact","proc_date","database","status"
410170123,2017-09-05,3,410170120,56.9583333333333,24,2017,9,5,"wildfire","20220427","aqs","final"
410170123,2017-09-06,3,410170120,152.216666666667,24,2017,9,6,"wildfire","20220427","aqs","final"
410170123,2017-09-07,3,410170120,70.5375,24,2017,9,7,"wildfire","20220427","aqs","final"
410170123,2017-09-08,3,410170120,57.625,24,2017,9,8,"wildfire","20220427","aqs","final"
410170123,2017-09-09,3,410170120,25.7333333333333,24,2017,9,9,"wildfire","20220427","aqs","final"
410170123,2017-09-10,3,410170120,14.2875,24,2017,9,10,"none","20220427","aqs","final"
410170123,2017-09-11,3,410170120,7.07083333333333,24,2017,9,11,"none","20220427","aqs","final"
410170123,2017-09-12,3,410170120,22.9291666666667,24,2017,9,12,"none","20220427","aqs","final"
410170123,2017-09-13,3,410170120,31,24,2017,9,13,"wildfire","20220427","aqs","final"
410170123,2017-09-14,3,410170120,18.0708333333333,24,2017,9,14,"none","20220427","aqs","final"
410170123,2017-09-15,3,410170120,21.5666666666667,24,2017,9,15,"none","20220427","aqs","final"
410170123,2017-09-16,3,410170120,25.5958333333333,24,2017,9,16,"wildfire","20220427","aqs","final"
410170123,2017-09-17,3,410170120,32.6791666666667,24,2017,9,17,"wildfire","20220427","aqs","final"
410170123,2017-09-18,3,410170120,2.55416666666667,24,2017,9,18,"none","20220427","aqs","final"
410170123,2017-09-19,3,410170120,1.74166666666667,24,2017,9,19,"none","20220427","aqs","final"
410170123,2017-09-20,3,410170120,1.81666666666667,24,2017,9,20,"none","20220427","aqs","final"
410170123,2017-09-21,3,410170120,1.89166666666667,24,2017,9,21,"none","20220427","aqs","final"
410170123,2017-09-22,3,410170120,3.05,24,2017,9,22,"none","20220427","aqs","final"
410170123,2017-09-23,3,410170120,4.875,24,2017,9,23,"none","20220427","aqs","final"
410170123,2017-09-24,3,410170120,4.79583333333333,24,2017,9,24,"none","20220427","aqs","final"
410170123,2017-09-25,3,410170120,3.73333333333333,24,2017,9,25,"none","20220427","aqs","final"
410170123,2017-09-26,3,410170120,3.00416666666667,24,2017,9,26,"none","20220427","aqs","final"
410170123,2017-09-27,3,410170120,3.65416666666667,24,2017,9,27,"none","20220427","aqs","final"
410170123,2017-09-28,3,410170120,4.77083333333333,24,2017,9,28,"none","20220427","aqs","final"
410170123,2017-09-29,3,410170120,5.2125,24,2017,9,29,"none","20220427","aqs","final"
410170123,2017-09-30,3,410170120,3.7,24,2017,9,30,"none","20220427","aqs","final"
410170123,2017-10-01,3,410170120,7.375,24,2017,10,1,"none","20220427","aqs","final"
410170123,2017-10-02,3,410170120,7.4875,24,2017,10,2,"none","20220427","aqs","final"
410170123,2017-10-03,3,410170120,7.00833333333333,24,2017,10,3,"none","20220427","aqs","final"
410170123,2017-10-04,3,410170120,7.91666666666667,24,2017,10,4,"none","20220427","aqs","final"
410170123,2017-10-05,3,410170120,13.0416666666667,24,2017,10,5,"none","20220427","aqs","final"
410170123,2017-10-06,3,410170120,15.7583333333333,24,2017,10,6,"none","20220427","aqs","final"
410170123,2017-10-07,3,410170120,2.57916666666667,24,2017,10,7,"none","20220427","aqs","final"
410170123,2017-10-08,3,410170120,4.21666666666667,24,2017,10,8,"none","20220427","aqs","final"
410170123,2017-10-09,3,410170120,5.24166666666667,24,2017,10,9,"none","20220427","aqs","final"
410170123,2017-10-10,3,410170120,14.075,24,2017,10,10,"none","20220427","aqs","final"
410170123,2017-10-11,3,410170120,2.71666666666667,24,2017,10,11,"none","20220427","aqs","final"
410170123,2017-10-12,3,410170120,3.06666666666667,24,2017,10,12,"none","20220427","aqs","final"
410170123,2017-10-13,3,410170120,3.9,24,2017,10,13,"none","20220427","aqs","final"
410170123,2017-10-14,3,410170120,5.9875,24,2017,10,14,"none","20220427","aqs","final"
410170123,2017-10-15,3,410170120,8.02083333333333,24,2017,10,15,"none","20220427","aqs","final"
410170123,2017-10-16,3,410170120,7.96666666666667,24,2017,10,16,"none","20220427","aqs","final"
410170123,2017-10-17,3,410170120,6.62083333333333,24,2017,10,17,"none","20220427","aqs","final"
410170123,2017-10-18,3,410170120,5.69583333333333,24,2017,10,18,"none","20220427","aqs","final"
410170123,2017-10-19,3,410170120,5.44166666666667,24,2017,10,19,"none","20220427","aqs","final"
410170123,2017-10-20,3,410170120,NA,8,2017,10,20,"none","20220427","aqs","final"
